CEO_name,Company,Left_Date,Start_Date,YEAR,Salary (x1000),Age,Title,Gender,City,State,Ticker,SEC Filing
Scott M. Shaw,LINCOLN EDUCATIONAL SERVICES,Current,7/1/2015,2023,500,60,"President, CEO & Director",MALE,Parsippany,NJ,LINC,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LINC
"John M. Stropki, Jr.",LINCOLN ELECTRIC HLDGS INC,12/31/2012,6/3/2004,2012,860,61,Executive Chairman,MALE,Cleveland,OH,LECO,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LECO
Christopher L. Mapes,LINCOLN ELECTRIC HLDGS INC,12/31/2023,12/31/2012,2023,1107.6,61,Executive Chairman,MALE,Cleveland,OH,LECO,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LECO
Ian McKenzie Rolland,LINCOLN NATIONAL CORP,6/30/1998,5/1/1977,1997,1062.308,64,chmn. & CEO,MALE,Radnor,PA,LNC,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LNC
Jon Andrew Boscia,LINCOLN NATIONAL CORP,7/6/2007,3/1/2001,2007,689.303,55,former chairman & CEO,MALE,Radnor,PA,LNC,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LNC
Dennis Robert Glass,LINCOLN NATIONAL CORP,5/27/2022,7/6/2007,2021,1360,71,"President, CEO & Director",MALE,Radnor,PA,LNC,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LNC
"Ellen R. Gail Cooper, C.F.A., F.S.A.",LINCOLN NATIONAL CORP,Current,5/27/2022,2023,1144.231,59,"Chairman, President & CEO",FEMALE,Radnor,PA,LNC,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LNC
H. William Lichtenberger,LINDE PLC,3/6/2000,7/1/1992,1999,887.5,64,chmn. & CEO,MALE,Woking,,LIN,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LIN
Dennis H. Reilley,LINDE PLC,1/1/2007,3/6/2000,2006,1137.5,54,chairman  & CEO,MALE,Woking,,LIN,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LIN
Stephen F. Angel,LINDE PLC,3/1/2022,10/22/2018,2021,1586.25,66,CEO & Director,MALE,Woking,,LIN,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LIN
Sanjiv Lamba,LINDE PLC,Current,3/1/2022,2023,1375,59,CEO & Director,MALE,Woking,,LIN,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LIN
Andreas Opfermann,LINDE PLC,Current,,2020,652.508,48,Executive Vice President of Americas,MALE,Woking,,LIN,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LIN
Richard W. Parod,LINDSAY CORP,10/16/2017,4/1/2000,2017,662.539,64,President Emeritus,MALE,Omaha,NE,LNN,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LNN
Timothy L. Hassinger,LINDSAY CORP,12/31/2020,10/16/2017,2020,953.654,58,"President, CEO & Director",MALE,Omaha,NE,LNN,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LNN
Randy A. Wood,LINDSAY CORP,Current,1/1/2021,2023,769.171,51,"President, CEO & Director",MALE,Omaha,NE,LNN,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LNN
Gary D. Parker,LINDSAY CORP,4/1/2000,,2000,367.047,53,president & CEO,MALE,Omaha,NE,LNN,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LNN
"Robert H. Swanson, Jr.",LINEAR TECHNOLOGY CORP,1/1/2005,9/1/1981,2006,305.307,68,chairman,MALE,Milpitas,CA,LLTC,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LLTC
Lothar Maier,LINEAR TECHNOLOGY CORP,Current,1/1/2005,2016,601.106,61,Chief Executive Officer and Director,MALE,Milpitas,CA,LLTC,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LLTC
Norman Axelrod,LINENS N THINGS INC,Current,1/1/1988,2004,893.269,52,chairman & CEO,MALE,Clifton,NJ,LIN.,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LIN.
Robert J. DiNicola,LINENS N THINGS INC,5/1/2008,2/1/2006,2007,1350,59,,MALE,Clifton,NJ,LIN.,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LIN.
Charles A. Baker,LIPOSOME CO INC,Current,12/1/1989,1998,394,66,"chmn., pres. & CEO",MALE,Princeton,NJ,LIPO.1,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LIPO.1
"William P. Angrick, III",LIQUIDITY SERVICES INC,Current,1/1/2000,2023,435,55,"Co-founder, Chairman of the Board of Directors & CEO",MALE,Bethesda,MD,LQDT,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LQDT
Sidney B. DeBoer,LITHIA MOTORS INC  -CL A,1/1/2011,1/1/1968,2011,840,68,"Chairman, Chief Executive Officer and Secretary",MALE,Medford,OR,LAD,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LAD
Bryan B. DeBoer,LITHIA MOTORS INC  -CL A,Current,5/1/2012,2023,1300,57,"CEO, President & Director",MALE,Medford,OR,LAD,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LAD
Howard B. Witt,LITTELFUSE INC,12/31/2004,1/1/1990,2004,550,64,"chairman, president & CEO",MALE,Chicago,IL,LFUS,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LFUS
Gordon B. Hunter,LITTELFUSE INC,1/1/2017,1/1/2005,2016,780.231,64,Executive Chairman,MALE,Chicago,IL,LFUS,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LFUS
David W. Heinzmann,LITTELFUSE INC,Current,1/1/2017,2023,997.691,60,"President, CEO & Director",MALE,Chicago,IL,LFUS,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LFUS
Orion L. Hoch,LITTON INDUSTRIES INC,12/1/1992,1/1/1986,1992,792.317,,chmn. & CEO,MALE,Woodland Hills,CA,LIT.1,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LIT.1
Alton J. Brann,LITTON INDUSTRIES INC,3/17/1994,12/1/1992,1993,505.781,51,pres. & CEO,MALE,Woodland Hills,CA,LIT.1,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LIT.1
John M. Leonis,LITTON INDUSTRIES INC,3/25/1998,3/17/1994,1998,717.312,65,chmn.,MALE,Woodland Hills,CA,LIT.1,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LIT.1
Michael R. Brown,LITTON INDUSTRIES INC,Current,3/25/1998,2000,725.005,59,chmn. & CEO,MALE,Woodland Hills,CA,LIT.1,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LIT.1
Robert P. Cummins,LIVANOVA PLC,11/17/2006,9/1/1995,2006,301.154,51,former president & CEO,MALE,London,,LIVN,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LIVN
"Daniel Jeffrey Moore, M.B.A.",LIVANOVA PLC,10/19/2015,5/1/2007,2015,635.5,54,"Chief Executive Officer, President and Executive Director",MALE,London,,LIVN,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LIVN
Andre-Michel Ballester,LIVANOVA PLC,12/31/2016,9/1/2015,2016,779.901,58,Chief Executive Officer and Director,MALE,London,,LIVN,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LIVN
Damien McDonald,LIVANOVA PLC,4/15/2023,1/1/2017,2022,967.45,57,CEO & Director,MALE,London,,LIVN,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LIVN
William A. Kozy,LIVANOVA PLC,3/1/2024,4/15/2023,2023,697.5,71,Chairman of Board & Interim CEO,MALE,London,,LIVN,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LIVN
Michael Rapino,LIVE NATION ENTERTAINMENT,Current,8/1/2005,2023,3000,57,"President, CEO & Director",MALE,Beverly Hills,CA,LYV,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LYV
Robert P. LoCascio,LIVEPERSON INC,8/7/2023,11/1/1995,2023,611.82,54,Founder & Special Advisor,MALE,New York,NY,LPSN,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LPSN
Charles Donald Morgan,LIVERAMP HOLDINGS INC,11/13/2007,1/1/1972,2006,796.25,63,chairman & CEO,MALE,San Francisco,CA,RAMP,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RAMP
John A. Meyer,LIVERAMP HOLDINGS INC,3/28/2011,2/4/2008,2010,630,55,Advisor,MALE,San Francisco,CA,RAMP,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RAMP
Scott E. Howe,LIVERAMP HOLDINGS INC,Current,7/26/2011,2022,690,55,CEO & Director,MALE,San Francisco,CA,RAMP,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RAMP
Joseph M. Holsten,LKQ CORP,1/1/2012,11/1/1998,2011,725,59,Chairman and Member of Government Affairs Committee,MALE,Chicago,IL,LKQ,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LKQ
Robert Louis Wagman,LKQ CORP,3/1/2017,1/1/2011,2016,1000,51,Consultant and Director,MALE,Chicago,IL,LKQ,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LKQ
Dominick P. Zarcone,LKQ CORP,Current,6/1/2017,2023,1087.534,65,"President, CEO & Director",MALE,Chicago,IL,LKQ,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LKQ
Thomas D. Sullivan,LL FLOORING HOLDINGS INC,9/1/2006,1/1/1994,2015,355.267,55,"Founder, Special Advisor to the Chief Executive Officer and Director",MALE,Richmond,VA,LL,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LL
Jeffrey W. Griffiths,LL FLOORING HOLDINGS INC,1/1/2012,9/1/2006,2011,540.75,60,Chief Executive Officer and Director,MALE,Richmond,VA,LL,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LL
Robert M. Lynch,LL FLOORING HOLDINGS INC,5/1/2015,1/1/2012,2014,715.89,48,"Chief Executive Officer, President, Director, Chief Executive Officer of Lumber Liquidators, Inc and President of Lumber Liquidators, Inc",MALE,Richmond,VA,LL,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LL
John M. Presley,LL FLOORING HOLDINGS INC,11/9/2016,11/16/2015,2016,548.077,55,"Chief Executive Officer, President and Director",MALE,Richmond,VA,LL,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LL
Dennis R. Knowles,LL FLOORING HOLDINGS INC,2/5/2020,11/9/2016,2019,742.772,54,"CEO, President & Director",MALE,Richmond,VA,LL,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LL
Charles E. Tyson,LL FLOORING HOLDINGS INC,Current,2/6/2020,2023,772.5,61,"President, CEO & Director",MALE,Richmond,VA,LL,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LL
Daniel M. Tellep,LOCKHEED MARTIN CORP,12/31/1995,1/1/1989,1995,1053.462,64,chmn. & CEO,MALE,Bethesda,MD,LMT,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LMT
Norman R. Augustine,LOCKHEED MARTIN CORP,8/1/1997,1/1/1996,1997,919.099,62,chmn. & CEO,MALE,Bethesda,MD,LMT,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LMT
Vance D. Coffman,LOCKHEED MARTIN CORP,8/5/2004,8/1/1997,2004,1260,60,chairman & CEO,MALE,Bethesda,MD,LMT,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LMT
Robert J. Stevens,LOCKHEED MARTIN CORP,1/1/2013,8/6/2004,2012,1800,61,Chairman and Chairman of Executive Committee,MALE,Bethesda,MD,LMT,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LMT
Marillyn A. Hewson,LOCKHEED MARTIN CORP,6/15/2020,1/1/2013,2019,1857.301,65,Executive Chairman of the Board,FEMALE,Bethesda,MD,LMT,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LMT
"James D. Taiclet, Jr.",LOCKHEED MARTIN CORP,Current,6/15/2020,2023,1751,62,"Chairman, President & CEO",MALE,Bethesda,MD,LMT,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LMT
David Freeman,LOCTITE CORP,Current,4/1/1993,1995,428.66,51,pres. & CEO,MALE,Rocky Hill,CT,LOC,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LOC
Preston Robert Tisch,LOEWS CORP,12/31/1998,3/1/1988,1995,1770.335,69,co-chmn. & co-CEO,MALE,New York,NY,L,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=L
James S. Tisch,LOEWS CORP,Current,1/1/1998,2023,975,70,"President, CEO & Director",MALE,New York,NY,L,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=L
Laurence Alan Tisch,LOEWS CORP,12/31/1998,,1998,1003.204,76,co-chmn. & co-CEO,MALE,New York,NY,L,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=L
John R. Woodhull,LOGICON INC,Current,,1996,357.225,63,pres. & CEO,MALE,Fairfax,VA,LGN.1,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LGN.1
Michael K. Simon,LOGMEIN INC,12/15/2015,2/1/2003,2015,387.5,50,"Co-Founder, Chairman and Secretary",MALE,Boston,MA,LOGM,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LOGM
William R. Wagner,LOGMEIN INC,1/1/2022,12/16/2015,2019,625,52,"President, CEO & Director",MALE,Boston,MA,LOGM,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LOGM
Joseph F. Abely,LOJACK CORP,11/17/2006,2/1/2005,2006,411.539,53,former CEO,MALE,Canton,MA,LOJN,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LOJN
Richard T. Riley,LOJACK CORP,11/1/2011,11/16/2006,2011,575,55,Executive Chairman,MALE,Canton,MA,LOJN,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LOJN
Randy L. Ortiz,LOJACK CORP,3/18/2016,11/1/2011,2015,439.832,57,"Chief Executive Officer, President and Director",MALE,Canton,MA,LOJN,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LOJN
David W. Wallace,LONE STAR INDUSTRIES,5/1/1997,1/1/1991,1996,170.833,73,chmn. & CEO,MALE,Stamford,CT,LCE,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LCE
William M. Troutman,LONE STAR INDUSTRIES,10/1/1999,5/1/1997,1999,386.187,58,president & CEO,MALE,Stamford,CT,LCE,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LCE
Jamie B. Coulter,LONE STAR STEAKHOUSE SALOON,Current,1/1/1992,2005,865.91,65,CEO,MALE,Southlake,TX,STAR.1,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=STAR.1
Rhys J. Best,LONE STAR TECHNOLOGIES,Current,7/1/1998,2006,520.833,60,chairman & CEO,MALE,Dallas,TX,LSS,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LSS
Robert Merrill Long,LONGS DRUG STORES CORP,2/22/2000,1/1/1977,1999,180,61,chmn. & CEO,MALE,Baltimore,MD,LDG,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LDG
Stephen D. Roath,LONGS DRUG STORES CORP,2/26/2002,2/23/2000,2001,240,60,president & CEO,MALE,Baltimore,MD,LDG,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LDG
Harold R. Somerset,LONGS DRUG STORES CORP,10/30/2002,2/26/2002,2002,195,,president & CEO,MALE,Baltimore,MD,LDG,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LDG
"Warren F. Bryant, B.S., M.B.A",LONGS DRUG STORES CORP,Current,10/30/2002,2007,908.75,62,president & CEO,MALE,Baltimore,MD,LDG,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LDG
Richard P. Wollenberg,LONGVIEW FIBRE CO,11/1/2002,1/1/1978,2002,415.8,87,chairman & CEO,MALE,Longview,WA,LFB,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LFB
Richard H. Wollenberg,LONGVIEW FIBRE CO,Current,11/1/2002,2006,435,54,"chairman, president & CEO",MALE,Longview,WA,LFB,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LFB
Bernard L. Schwartz,LORAL CORP,Current,4/1/1972,1994,908.3,69,chmn. & CEO,MALE,New York,NY,LOR.2,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LOR.2
Martin L. Orlowsky,LORILLARD INC,9/1/2010,1/1/1999,2010,1204.615,67,Consultant,MALE,Greensboro,NC,LO,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LO
Murray S. Kessler,LORILLARD INC,6/12/2015,9/13/2010,2014,1304.1,55,"Chairman, Chief Executive Officer and President",MALE,Greensboro,NC,LO,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LO
Jim Manzi,LOTUS DEVELOPMENT CORP,Current,4/1/1986,1994,650,42,"chmn., pres., & CEO",MALE,Cambridge,MA,LOTS.,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LOTS.
Mark E. Monroe,LOUIS DREYFUS NAT GAS CORP,Current,1/1/1986,2000,356.154,46,president & CEO,MALE,Oklahoma City,OK,LD.1,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LD.1
H. Leighton Steward,LOUISIANA LAND & EXPLORATION,Current,1/1/1989,1996,586.538,62,chmn. & CEO,MALE,Baltimore,MD,LLX.,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LLX.
Harry A. Merlo,LOUISIANA-PACIFIC CORP,7/28/1995,1/1/1973,1995,554.167,70,"chmn., pres. & CEO",MALE,Nashville,TN,LPX,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LPX
Mark A. Suwyn,LOUISIANA-PACIFIC CORP,10/31/2004,1/2/1996,2004,722.308,61,chairman & CEO,MALE,Nashville,TN,LPX,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LPX
Richard W. Frost,LOUISIANA-PACIFIC CORP,5/4/2012,11/1/2004,2011,840,59,"Chief Executive Officer, Director, Member of Executive Committee and Member of Environmental & Compliance Committee",MALE,Nashville,TN,LPX,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LPX
Curtis M. Stevens,LOUISIANA-PACIFIC CORP,6/30/2017,5/4/2012,2016,922.308,63,Chief Executive Officer and Director,MALE,Nashville,TN,LPX,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LPX
William Bradley Southern,LOUISIANA-PACIFIC CORP,Current,7/1/2017,2023,1146.154,63,Chairman & CEO,MALE,Nashville,TN,LPX,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LPX
Leonard Gray Herring,LOWE'S COS INC,8/1/1996,7/1/1978,1995,625,68,pres & CEO,MALE,Mooresville,NC,LOW,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LOW
Robert L. Tillman,LOWE'S COS INC,1/28/2005,8/1/1996,2004,1000,60,chairman & CEO,MALE,Mooresville,NC,LOW,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LOW
Robert Alan Niblock,LOWE'S COS INC,7/2/2018,1/28/2005,2017,1300,54,"Chairman, Chief Executive Officer and President",MALE,Mooresville,NC,LOW,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LOW
Marvin R. Ellison,LOWE'S COS INC,Current,7/2/2018,2023,1450,58,"President, CEO & Chairman",MALE,Mooresville,NC,LOW,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LOW
Charles L. Horn,LOYALTY VENTURES INC,Current,11/1/2021,2021,715.385,60,"CEO, President & Director",MALE,Dallas,TX,LYLTQ,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LYLTQ
Joseph W. Mosmiller,LOYOLA CAPITAL CORP,Current,1/1/1977,1994,382.5,59,chmn. & CEO,MALE,Baltimore,MD,LOYC,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LOYC
Jack E. Golsen,LSB INDUSTRIES INC,12/31/2014,1/1/1969,2014,800,85,Founder and Executive Chairman,MALE,Oklahoma City,OK,LXU,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LXU
"Barry H. Golsen, J.D.",LSB INDUSTRIES INC,9/3/2015,1/1/2015,2015,554.438,64,"Vice Chairman, Chief Executive Officer and President",MALE,Oklahoma City,OK,LXU,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LXU
Daniel D. Greenwell,LSB INDUSTRIES INC,12/30/2018,9/3/2015,2018,800,55,"Chief Executive Officer, President and Director",MALE,Oklahoma City,OK,LXU,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LXU
Mark T. Behrman,LSB INDUSTRIES INC,Current,12/30/2018,2023,725,60,"President, CEO & Director",MALE,Oklahoma City,OK,LXU,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LXU
"Thomas James Quinlan, III",LSC COMMUNICATIONS INC,12/3/2020,10/1/2016,2019,1200,56,"Chairman, Chief Executive Officer & President",MALE,Chicago,IL,LKSDQ,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LKSDQ
Wilfred J. Corrigan,LSI CORP,Current,1/1/1981,2004,860.018,66,chairman & CEO,MALE,San Jose,CA,LSI.1,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LSI.1
Abhijit Y. Talwalkar,LSI CORP,5/6/2014,5/23/2005,2013,803.087,49,"Chief Executive Officer, President and Director",MALE,San Jose,CA,LSI.1,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LSI.1
"Andre C. Dimitriadis, Ph.D.",LTC PROPERTIES INC,3/1/2007,1/1/1992,2006,400,66,chairman & CEO,MALE,Westlake Village,CA,LTC,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LTC
Wendy L. Simpson,LTC PROPERTIES INC,Current,3/1/2007,2023,860,74,Chairman & CEO,FEMALE,Westlake Village,CA,LTC,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LTC
Lester E. Coleman,LUBRIZOL CORP,12/31/1995,4/1/1978,1995,693.532,65,chmn. & CEO,MALE,Wickliffe,OH,LZ.1,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LZ.1
William G. Bares,LUBRIZOL CORP,4/26/2004,1/1/1996,2003,852.054,62,"chairman, president & CEO",MALE,Wickliffe,OH,LZ.1,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LZ.1
James L. Hambrick,LUBRIZOL CORP,1/2/2017,4/1/2004,2010,1008.788,55,"Executive Chairman, Chief Executive Officer, President and Chairman of Executive Committee",MALE,Wickliffe,OH,LZ.1,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LZ.1
Ralph Erben,LUBYS INC,1/1/1997,1/1/1990,1996,350,65,chmn. & CEO,MALE,Houston,TX,LUB,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LUB
Barry J. C. Parker,LUBYS INC,9/25/2001,10/1/1997,2001,499.992,52,president & CEO,MALE,Houston,TX,LUB,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LUB
David B. Daviss,LUBYS INC,3/1/2001,9/1/2000,1997,125,61,CEO,MALE,Houston,TX,LUB,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LUB
"Christopher J. Pappas, Jr.",LUBYS INC,1/27/2021,3/7/2001,2020,1200000,73,"President, CEO & Executive Director",MALE,Houston,TX,LUB,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LUB
John Andrew Garilli,LUBYS INC,Current,1/27/2021,2021,Mentioned as zero,56,Interim President & CEO,MALE,Houston,TX,LUB,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LUB
Richard A. McGinn,LUCENT TECHNOLOGIES INC,10/22/2000,10/7/1997,2000,1100,53,chairman & CEO,MALE,Plano,TX,LU.1,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LU.1
Henry Brewer Schacht,LUCENT TECHNOLOGIES INC,1/6/2002,10/22/2000,2001,1008.333,67,chairman & CEO,MALE,Plano,TX,LU.1,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LU.1
Patricia F. Russo,LUCENT TECHNOLOGIES INC,Current,1/6/2002,2005,1200,53,chairman & CEO,FEMALE,Plano,TX,LU.1,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LU.1
Douglas V. Smith,LUFKIN INDUSTRIES INC,3/1/2008,1/1/1993,2007,525,64,CEO,MALE,Lufkin,TX,LUFK,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LUFK
John Frederick Glick,LUFKIN INDUSTRIES INC,Current,3/1/2008,2012,628.846,60,"Chief Executive Officer, President and Director",MALE,Lufkin,TX,LUFK,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LUFK
R. William Van Sant,LUKENS INC,Current,12/1/1991,1996,603.056,58,"chmn., pres. & CEO",MALE,Coatesville,PA,LUC.1,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LUC.1
Robert J. Meers,LULULEMON ATHLETICA INC,6/30/2008,12/1/2005,2007,568.2,63,,MALE,Vancouver,BC,LULU,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LULU
Christine M. Day,LULULEMON ATHLETICA INC,1/1/2013,6/30/2008,2012,671.779,50,"Chief Executive Officer, President and Director",FEMALE,Vancouver,BC,LULU,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LULU
Laurent Potdevin,LULULEMON ATHLETICA INC,2/2/2018,1/1/2014,2017,1087.018,50,CEO & Director,MALE,Vancouver,BC,LULU,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LULU
Calvin R. McDonald,LULULEMON ATHLETICA INC,Current,8/20/2018,2023,1292.308,51,CEO & Director,MALE,Vancouver,BC,LULU,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LULU
"Glen F. Post, III",LUMEN TECHNOLOGIES INC,5/23/2018,1/1/1992,2017,1250,64,"CEO, President & Director",MALE,Monroe,LA,LUMN,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LUMN
Jeffrey K. Storey,LUMEN TECHNOLOGIES INC,11/7/2022,5/1/2018,2022,1800.011,61,Executive Officer,MALE,Monroe,LA,LUMN,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LUMN
Kathleen E. Johnson,LUMEN TECHNOLOGIES INC,Current,11/7/2022,2023,1200,55,"President, CEO & Director",FEMALE,Monroe,LA,LUMN,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LUMN
